Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color,Distribuidor
VOLKSWAGEN,California,VOLKSWAGEN California Beach Tour TDI 110KW 150CV BMT DSG 5p.,57900,Diésel,2020-01-01,10.0,150,5,Automático,Blanco,Piniauto Motor
LAND-ROVER,Range Rover Evoque,LAND-ROVER Range Rover Evoque 2.2L TD4 150CV 4x4 Pure Tech 5p.,22900,Diésel,2014-01-01,63500.0,150,5,Manual,Blanco,AUTOGALLERY PREMIUM S.L
FORD,EcoSport,FORD EcoSport 1.5 TDCi EcoBlue 73kW SS ST Line 5p.,18990,Diésel,2020-01-01,0.0,100,5,Manual,Blanco,Grupo Montalt - Donnay
OPEL,Crossland X,OPEL Crossland X 1.5D 75kW 102CV Innovation SS 5p.,18490,Diésel,2019-01-01,22000.0,102,5,Manual,Blanco,Grupo Motoralba Ocasión
RENAULT,Kadjar,RENAULT Kadjar Business Energy dCi 96kW 130CV 4X4 5p.,16390,Diésel,2018-01-01,74860.0,130,5,Manual,Blanco,Clicars
PEUGEOT,308,PEUGEOT 308 5p Style 1.2 PureTech 110 SS 5p.,11990,Gasolina,2016-01-01,60000.0,110,5,Manual,Rojo,Flexicar Valladolid
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 220 d 4MATIC AllTerrain Estate 5p.,67500,Diésel,2020-01-01,10.0,194,5,Automático,Blanco,Auto Beltran
VOLKSWAGEN,Golf Sportsvan,VOLKSWAGEN Golf Sportsvan Sport 2.0 TDI 110kW 150CV DSG 5p.,26500,Diésel,2019-01-01,18800.0,150,5,Automático,Plata,Autopodium
FIAT,500,FIAT 500 Star 1.0 6v GSE 52KW 70 CV 3p.,14390,Gasolina,2020-01-01,300.0,70,3,Manual,Gris,Quiero Comprar Un Coche SL
DACIA,Sandero,DACIA Sandero SL Aniversario Blue dCi 70kW 95CV 5p.,13500,Diésel,2020-01-01,1.0,95,5,Manual,Blanco,"ARIES TOLEDO-TALAVERA,S.L"
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 220 d 4p.,37900,Diésel,2019-01-01,23697.0,194,5,Automático,Negro,Decala Motor
OPEL,Corsa,OPEL Corsa 1.5D DT 74kW 100CV Edition 5p.,16400,Diésel,2020-01-01,1.0,102,5,Manual,Negro,PSA Retail Vigo
SEAT,Arona,SEAT Arona 1.0 TSI 70kW 95CV Style Ecomotive 5p.,12990,Gasolina,2017-01-01,76090.0,95,5,Manual,Blanco,Flexicar Sevilla
FIAT,Tipo,FIAT Tipo 1.3 Lounge 70kW 95CV diesel Mjet. SW 5p.,12900,Diésel,2018-01-01,60500.0,95,5,Manual,Blanco,SOLO CAR SALES
AUDI,A3,AUDI A3 Sportback 1.6 TDI 110CV clean Attraction 5p.,14490,Diésel,2015-01-01,119300.0,110,5,Manual,Blanco,Flexicar Barcelona
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Business 1.6 TDI 85kW 115CV DSG 5p.,18900,Diésel,2019-01-01,31037.0,115,5,Automático,Rojo,Servisimó Concesionario VW-VwLcv-Skoda DasWeltAuto
SEAT,Ibiza,SEAT Ibiza ST 1.6 TDI 90cv Copa DPF 5p.,6299,Diésel,2012-01-01,64000.0,90,5,Manual,Azul,Aljarafe Motor
CITROEN,DS3,CITROEN DS3 eVTI 82 ETG Urban Shot 3p.,7990,Gasolina,2013-01-01,96207.0,82,3,Manual,Azul,Autos Madrid Alcala de Henares
VOLKSWAGEN,ID.3,VOLKSWAGEN ID3 1st Plus 150kW 205CV Automatico 1 vel. 5p.,41500,Eléctrico,2020-01-01,800.0,204,5,Automático,Blanco,Gerniyas
CITROEN,C3 Aircross,CITROEN C3 Aircross PureTech 60kW 82CV FEEL 5p.,13500,Gasolina,2018-01-01,34076.0,82,5,Manual,Azul,PSA Retail Valencia - Tres Cruces
FORD,Kuga,FORD Kuga 2.0 TDCi 140cv 4WD Titanium S Powershift 5p.,18900,Diésel,2013-01-01,18830.0,140,5,Automático,Gris,Autolider Ocasión
FORD,Kuga,FORD Kuga 1.5 EcoBoost 150 ASS 4x2 Titanium 5p.,14900,Gasolina,2015-01-01,69875.0,150,5,Manual,Gris,MBR Automóviles
FORD,Transit Connect,FORD Transit Connect Kombi 1.6 TDCi 75cv Ambiente 220 L1 M1 5p.,9500,Diésel,2015-01-01,68800.0,75,5,Manual,Gris,91b445ea8beb4bfcba7cd5c7375f95b4
FORD,Puma,FORD Puma 1.0 EcoBoost 92kW 125cv STLine X 5p.,21500,Gasolina,2020-01-01,7.0,125,5,Manual,Gris,Almoauto
PEUGEOT,208,PEUGEOT 208 5P STYLE 1.2L PureTech 60KW 82CV 5p.,9000,Gasolina,2016-01-01,40327.0,82,5,Manual,Gris,TUMOSA GRUPO DIMOLK
VOLKSWAGEN,T-Roc,VOLKSWAGEN TRoc Advance Style 1.5 TSI EVO 110kW 150CV 5p.,19500,Gasolina,2018-01-01,61000.0,150,5,Manual,Azul,78e2e2bc08d818511306346dfb97389c
CITROEN,Berlingo,CITROEN Berlingo Talla M BlueHDi 100 WORKER,17710,Diésel,2020-01-01,2.0,102,5,Manual,Blanco,Concesión Oficial Citroën Álava Lascaray
MERCEDES-BENZ,Clase GLE,MERCEDES-BENZ Clase GLE GLE 500 e 4MATIC 5p.,47995,Híbrido enchufable,2016-01-01,60000.0,442,5,Automático,Blanco,J.L Automoviles
PEUGEOT,2008,PEUGEOT 2008 Allure 1.6 BlueHDi 73KW 100CV 5p.,12500,Diésel,2017-01-01,37000.0,100,5,Manual,Gris,36418d165ae0bf23a594c0bf7abe7b37
LAND-ROVER,Range Rover Evoque,LAND-ROVER Range Rover Evoque 2.0L TD4 Diesel 110kW 4x4 SE Dynamic 5p.,26930,Diésel,2017-01-01,66101.0,150,5,Manual,Blanco,HR Motor Barcelona
OPEL,Zafira,OPEL Zafira 1.6 CDTi SS Innovation 5p.,19500,Diésel,2019-01-01,35873.0,136,5,Manual,Gris,VALENCIA-A
HYUNDAI,i20,HYUNDAI i20 1.2 MPI Fresh 5p.,7990,Gasolina,2018-01-01,101500.0,84,5,Manual,Negro,Ecomoción Cars Alicante
SUBARU,XV,SUBARU XV 2.0i Hybrid CVT Sport Plus 5p.,28990,Híbrido,2020-01-01,9.0,150,5,Automático,Rojo,"Pamplona Motor, S.L."
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 180 4p.,21990,Gasolina,2014-01-01,89968.0,156,5,Automático,Gris,automotorDURSAN.com A
FORD,Fiesta,FORD Fiesta 1.5 TDCi 75cv Trend 5p 5p.,8950,Diésel,2015-01-01,74000.0,75,5,Manual,Blanco,MID Car
BMW,X3,BMW X3 sDrive18d 5p.,21200,Diésel,2015-01-01,72000.0,150,5,Automático,Blanco,3f5a69faf0367be56dfb23b17ae736a6
FORD,Transit Connect,FORD Transit Connect Kombi 1.6 TDCi 95cv Trend 220 L1,10750,Diésel,2016-01-01,111375.0,95,5,Manual,Gris,"Ocasion Plus, S.L."
FORD,Focus,FORD Focus 1.0 Ecoboost 92kW Trend 5p.,21600,Gasolina,2020-01-01,10.0,125,5,Manual,Gris,Da Silva La Ferrería
FORD,Fiesta,FORD Fiesta 1.0 EcoBoost 92kW Active SS 5p 5p.,12500,Gasolina,2018-01-01,44500.0,125,5,Manual,Rojo,AUTOMOVILES CALIFORNIA
SEAT,Arona,SEAT Arona 1.0 TSI 85kW 115CV Style Ecomotive 5p.,14900,Gasolina,2019-01-01,28000.0,115,5,Manual,Blanco,Motor Ocasión Madrid
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Sport 2.0 TDI 110kW 150CV DSG 5p.,16490,Diésel,2017-01-01,116000.0,150,5,Automático,Gris,Black Gold Cars
AUDI,A4,AUDI A4 Advanced ed 2.0 TDI 110kW 150CV Avant 5p.,32890,Diésel,2018-01-01,18500.0,150,5,Manual,Gris,"Sealco Motor, S.A."
AUDI,A6,AUDI A6 2.0 TDI 190cv ultra S tronic Advanced ed 4p.,25000,Diésel,2015-01-01,18000.0,190,5,Automático,Gris,Ald Automotive
OPEL,Astra,OPEL Astra 1.2T SHL 81kW 110CV Astra 5p.,18900,Gasolina,2020-01-01,16.0,110,5,Manual,Blanco,Mundomovil
OPEL,Corsa,OPEL Corsa 1.4 66kW 90CV 120 Aniversario 5p.,8800,Gasolina,2019-01-01,17815.0,90,5,Manual,Verde,Kron Auto
MERCEDES-BENZ,Vito,MERCEDES-BENZ Vito 114 CDI Tourer Pro Larga,25900,Diésel,2018-01-01,73000.0,136,5,Automático,Negro,Autolica Industriales
VOLKSWAGEN,Touran,VOLKSWAGEN Touran Advance 1.6 TDI 105CV BMT 5p.,15500,Diésel,2015-01-01,103000.0,105,5,Manual,Gris,Gandara Motor SA (VW)
MINI,CLUBMAN,MINI CLUBMAN COOPER D 5p.,18800,Diésel,2016-01-01,35379.0,150,5,Manual,Negro,BMW Triocar
LEXUS,CT,LEXUS CT 200h Executive 5p.,15999,Híbrido,2014-01-01,82040.0,136,5,Automático,Azul,Noriancars
HYUNDAI,i30,HYUNDAI i30 1.0 TGDI NLine 5p.,17700,Gasolina,2019-01-01,15000.0,120,5,Manual,Negro,65314e903461a614229ea5a2099d758e
BMW,i3,BMW i3  5p.,18250,Eléctrico,2016-01-01,49900.0,170,5,Automático,Azul,Marmotor Canarias
VOLVO,XC90,VOLVO XC90 2.0 D4 Inscription Auto 5p.,34550,Diésel,2016-01-01,114000.0,190,5,Automático,Negro,Ald Automotive Valencia
VOLKSWAGEN,Polo,VOLKSWAGEN Polo Advance 1.0 TSI 70kW 95CV 5p.,12450,Gasolina,2018-01-01,41650.0,95,5,Manual,Gris,Proa Ocasión Valencia
OPEL,Astra,OPEL Astra 1.7 CDTi 110 CV Excellence 5p.,8950,Diésel,2012-01-01,96000.0,110,5,Manual,Blanco,7fff1e89740665f84662c9e492ec691c
BMW,Serie 5,BMW Serie 5 520D 4p.,30900,Diésel,2017-01-01,75000.0,190,5,Automático,Gris,Grupo Valdemorillo Motor
MERCEDES-BENZ,Clase GLA,MERCEDES-BENZ Clase GLA GLA 180 5p.,27900,Gasolina,2019-01-01,15000.0,122,5,Automático,Rojo,Autos Cozar
RENAULT,Clio,RENAULT Clio Limited 1.2 16v 55kW 75CV 5p.,8200,Gasolina,2017-01-01,19350.0,75,5,Manual,Negro,0b2cc82e6a177b18faefd88581b8597d
FORD,Focus,FORD Focus 1.0 Ecoboost 92kW Active Auto 5p.,18900,Gasolina,2020-01-01,0.0,125,5,Manual,Naranja,Grupo Montalt
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 250 CDI Blue Efficiency Coupe 2p.,20990,Diésel,2013-01-01,99990.0,204,3,Automático,Blanco,Flexicar Sevilla
HYUNDAI,IONIQ,HYUNDAI IONIQ 1.6 GDI HEV Klass DCT 5p.,21900,Híbrido,2020-01-01,15.0,141,5,Automático,Blanco,Fornells Motor Girona
PEUGEOT,Partner,PEUGEOT Partner Furg.Confort PackL1 BlueHDi 73KW 100,11990,Diésel,2018-01-01,73697.0,100,5,Manual,Blanco,PSA RETAIL MADRID – Dr. ESQUERDO
VOLKSWAGEN,Scirocco,VOLKSWAGEN Scirocco RLine 1.4 TSI 125CV BMT 3p.,15500,Gasolina,2016-01-01,88000.0,125,3,Manual,Blanco,3a9d989d55e3871ef3f3d2eb40441c85
RENAULT,Mégane,RENAULT Megane Zen Blue dCi 85 kW 115CV 5p.,19950,Diésel,2020-01-01,500.0,115,5,Manual,Marrón,Japemasa Renault
RENAULT,Mégane,RENAULT Megane Zen Tce GPF 103 kW 140CV 5p.,17600,Gasolina,2019-01-01,28000.0,140,5,Manual,Azul,Carsol
BMW,Serie 2,BMW Serie 2 M240iA 2p.,40500,Gasolina,2018-01-01,21000.0,340,3,Automático,Blanco,Brittcars
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 180 d 5p.,34400,Diésel,2020-01-01,500.0,116,5,Automático,Negro,Mercedes Adarsa Valladolid (Grupo Adarsa)
CITROEN,Jumpy,CITROEN Jumpy Talla M BlueHDi 85KW 115CV 6v Confort,16000,Diésel,2018-01-01,32500.0,115,5,Manual,Blanco,Citroen Ausol
NISSAN,X-TRAIL,NISSAN XTRAIL 7P dCi 96 kW130 CV Xtronic NCONNECTA 5p.,22900,Diésel,2018-01-01,31172.0,130,5,Automático,Gris,Gaursa
KIA,Sorento,KIA Sorento 2.2 CRDi Emotion Auto 4x4 Pack Luxury 5p.,27000,Diésel,2017-01-01,65000.0,200,5,Automático,Blanco,e355ec3b68d0fffc37d181f2da9d2fa3
FORD,Mondeo,FORD Mondeo 2.0 TDCi 132kW PowShift Titanium SpBreak 5p.,24900,Diésel,2018-01-01,30000.0,180,5,Automático,Rojo,Automóviles y Talleres Andrés S.L
AUDI,A6,AUDI A6 RS 6 4.0 TFSI 605CV qua tip perform. Av. 5p.,72900,Gasolina,2016-01-01,98000.0,605,5,Automático,Gris,J.M Automocion
PEUGEOT,208,PEUGEOT 208 5P ACTIVE 1.6 BlueHDi 100 5p.,9599,Diésel,2016-01-01,88690.0,100,5,Manual,Gris,Autohero
VOLVO,S60,VOLVO S60 2.0 T5 RDesign Auto 4p.,40895,Gasolina,2019-01-01,3321.0,250,5,Automático,Rojo,Tibermotor Sur
DACIA,Sandero,DACIA Sandero Ambiance dCi 75 5p.,7100,Diésel,2016-01-01,36711.0,75,5,Manual,Blanco,Tml Fabrica De Remolques
FORD,Transit Courier,FORD Transit Courier Kombi 1.5 TDCi 56kW Ambiente,13400,Diésel,2020-01-01,7.0,75,5,Manual,Blanco,Almoauto
VOLKSWAGEN,Touran,VOLKSWAGEN Touran Sport 1.6 TDI 85kW 115CV DSG 5p.,19900,Diésel,2017-01-01,81781.0,115,5,Automático,Azul,TARTIERE AUTO
AUDI,A5,AUDI A5 Coupe 3.0 TDI clean 218 quat S tr S line 2p.,29900,Diésel,2015-01-01,74640.0,218,3,Automático,Blanco,Auto Motor Ciudad Real
BMW,Serie 5,BMW Serie 5 520dA Touring 5p.,29900,Diésel,2016-01-01,68054.0,190,5,Automático,Gris,Autogotran Sa
FORD,Transit Courier,FORD Transit Courier Kombi 1.5 TDCi 71kW Trend,13500,Diésel,2019-01-01,21000.0,100,5,Manual,Blanco,Automóviles Andrés
VOLKSWAGEN,Golf,VOLKSWAGEN Golf GTD 2.0 TDI 184cv BMT 5p.,21990,Diésel,2015-01-01,79999.0,184,5,Manual,Rojo,Flexicar Rivas II
SEAT,León,SEAT Leon 2.0 TSI 221kW 300CV DSG6 StSp CUPRA 3p.,25490,Gasolina,2018-01-01,56000.0,300,3,Automático,Azul,Cars Ocasion Madrid
FIAT,Tipo,FIAT Tipo 5P 1.4 70kW 95CV Street 5p.,11900,Gasolina,2019-01-01,45000.0,95,5,Manual,Negro,Artedo Motor
BMW,Serie 3,BMW Serie 3 318d 4p.,14990,Diésel,2013-01-01,98500.0,143,5,Automático,Negro,6aa9fe1c66b65f2126ece58f0ffb09e1
RENAULT,Kadjar,RENAULT Kadjar Intens Energy dCi 81kW 110CV EDC ECO2 5p.,15800,Diésel,2016-01-01,87437.0,110,5,Automático,Negro,HR Motor Vizcaya
HYUNDAI,IONIQ,HYUNDAI IONIQ 1.6 GDI HEV Klass DT 5p.,18900,Híbrido,2019-01-01,13150.0,141,5,Automático,Gris,MOTORPRIM
PEUGEOT,3008,PEUGEOT 3008 1.5L BlueHDi 96kW 130CV SS Allure 5p.,23900,Diésel,2018-01-01,22549.0,130,5,Manual,Azul,PSA Retail BADAL Citroen - Peugeot - DS
AUDI,Q5,AUDI Q5 Advanced 35 TDI 120kW S tronic 5p.,46591,Diésel,2020-01-01,0.0,163,5,Automático,Gris,Centrowagen
PEUGEOT,308,PEUGEOT 308 Nuevo 308 5p Access 1.6 eHDi 115 5p.,7890,Diésel,2014-01-01,114900.0,115,5,Manual,Negro,8a8a1c320988416203ac4414b2e34c55
NISSAN,QASHQAI,NISSAN QASHQAI DIGT 103 kW 140 CV E6D ACENTA 5p.,20450,Gasolina,2019-01-01,7800.0,140,5,Manual,Gris,FRANCISCO MARCOS
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 220 BlueTEC 4p.,21900,Diésel,2015-01-01,29990.0,170,5,Automático,Gris,Autos Dominguez
FORD,Focus,FORD Focus 1.0 Ecoboost SS 92kW 125CV STLine 5p.,11990,Gasolina,2017-01-01,35592.0,125,5,Manual,Gris,Proa Ocasion Málaga
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 180 d 5p.,27900,Diésel,2019-01-01,14252.0,116,5,Automático,Rojo,Visauto
BMW,Serie 1,BMW Serie 1 118d 5p.,18000,Diésel,2016-01-01,62000.0,150,5,Automático,Blanco,600209109925e369be256b3b88590a8e
MERCEDES-BENZ,Clase GLC,MERCEDES-BENZ Clase GLC GLC 200 4MATIC 5p.,53900,Híbrido,2020-01-01,200.0,197,5,Automático,Gris,Caetano Benet
MITSUBISHI,Outlander,MITSUBISHI Outlander 2.4 PHEV Kaiteki Auto 4WD 5p.,40800,Híbrido enchufable,2021-01-01,0.0,224,5,Automático,Blanco,Blendio Devauto
SEAT,León,SEAT Leon ST 2.0 TSI 221kW 300CV DSG6 SS CUPRA 5p.,26990,Gasolina,2017-01-01,68000.0,300,5,Automático,Gris,MP Automocion
NISSAN,X-TRAIL,NISSAN XTRAIL 1.6 dCi 4x4i ACENTA 5p.,17900,Diésel,2016-01-01,60000.0,130,5,Manual,Blanco,Enrique Martin Fuentes
OPEL,Insignia,OPEL Insignia ST 2.0 CDTI ecoFLEX SS 120 CV Business 5p.,10600,Diésel,2015-01-01,76626.0,120,5,Manual,Blanco,Mr Automotive
SKODA,Octavia,SKODA Octavia 1.4 TSI 81kW 110CV Like CNG 5p.,15900,Gas natural,2018-01-01,35000.0,110,5,Manual,Blanco,Wagen Group Retail España
MERCEDES-BENZ,Clase GLE,MERCEDES-BENZ Clase GLE GLE 250 d 4MATIC 5p.,36900,Diésel,2016-01-01,117000.0,204,5,Automático,Negro,AutoIn Mataro
KIA,Niro,KIA Niro 1.6 GDi Hibrido 104kW 141CV Emotion 5p.,28200,Híbrido,2019-01-01,24000.0,141,5,Automático,Rojo,78e2e2bc08d818511306346dfb97389c
KIA,Niro,KIA Niro 1.6 GDi Hibrido Drive 5p.,21940,Híbrido,2017-01-01,29948.0,141,5,Manual,Negro,Automobils A.R. MOTORS
HYUNDAI,TUCSON,HYUNDAI TUCSON 1.7CRDi 85kW 115CV BD 25 Aniversa. 4x2 5p.,17499,Diésel,2017-01-01,80000.0,115,5,Manual,Blanco,Automóviles Antonio Martínez
OPEL,Adam,OPEL Adam 1.4 XEL Glam 3p.,10800,Gasolina,2018-01-01,24577.0,87,3,Manual,Amarillo,Comprar Coche en Baleares
PEUGEOT,308,PEUGEOT 308 5p Allure BlueHDI 130 SS 5p.,20450,Diésel,2020-01-01,2.0,130,5,Manual,Azul,Eslauto Automocion
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Advance 1.6 TDI 105cv BMT 5p.,10990,Diésel,2013-01-01,73000.0,105,5,Manual,Gris,GOMBAU AUTOMOCIÓN
RENAULT,Mégane,RENAULT Megane S.T. Zen TCe 103 kW 140CV GPF 5p.,17800,Gasolina,2020-01-01,15000.0,140,5,Manual,Gris,Remm Guitart
FORD,Focus,FORD Focus 1.6 TIVCT 125cv Powershift Trend 5p.,12900,Gasolina,2018-01-01,33360.0,125,5,Automático,Gris,Grupo Nieto Adame / Apremier Nieto Group (GNA/ANG)
INFINITI,Q60,INFINITI Q60 3.0 Sport AWD 2p.,39999,Gasolina,2017-01-01,75000.0,405,3,Automático,Gris,Candy Cars
MINI,Countryman,MINI Countryman Cooper S E ALL4 5p.,34250,Híbrido enchufable,2020-01-01,2100.0,224,5,Automático,Negro,Mibec Ocasió
NISSAN,QASHQAI,NISSAN QASHQAI DIGT 85 kW 115 CV NCONNECTA 5p.,17400,Gasolina,2018-01-01,41600.0,115,5,Manual,Blanco,Vallescar Ocasion
FORD,EcoSport,FORD EcoSport 1.5 TDCi 73kW 100CV S  S Trend 5p.,8500,Diésel,2018-01-01,109396.0,100,5,Manual,Blanco,J.B.J. Autos
TOYOTA,Land Cruiser,TOYOTA Land Cruiser 2.8 D4D GX 5p.,27900,Diésel,2018-01-01,81153.0,177,5,Manual,Blanco,Northgate Ocasion SEVILLA
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A Sedan A 180 4p.,29900,Gasolina,2020-01-01,4900.0,136,5,Automático,Blanco,Santogal
BMW,Serie 3,BMW Serie 3 318d Gran Turismo 5p.,30900,Diésel,2019-01-01,11000.0,150,5,Automático,Blanco,38e2b2e31c0fce9537f735dda9fdf10a
VOLKSWAGEN,Passat,VOLKSWAGEN Passat Advance 2.0 TDI 110kW150CV DSG Variant 5p.,25900,Diésel,2019-01-01,25999.0,150,5,Automático,Gris,"Volkswagen Madrid, S.A."
PEUGEOT,Boxer,PEUGEOT Boxer 335 L2H2 BlueHDi 96KW 130CV,15990,Diésel,2017-01-01,119250.0,130,5,Manual,Blanco,Vanauto Automocion
VOLVO,V40,VOLVO V40 2.0 T2 Kinetic 5p.,17900,Gasolina,2018-01-01,24890.0,122,5,Manual,Negro,Automóviles Gabilondo
CITROEN,Berlingo,CITROEN Berlingo Talla XL BlueHDi 100 SS SHINE 5p.,23200,Diésel,2020-01-01,2.0,102,5,Manual,Negro,Eslauto Automoción
OPEL,Insignia,OPEL Insignia ST 1.6 CDTI SS ecoFLEX 136 CV Business 5p.,11499,Diésel,2016-01-01,109969.0,136,5,Manual,Blanco,DriveOn -  Valencia
PEUGEOT,3008,PEUGEOT 3008 1.2 PURETECH 96KW 130CV ALLURE EAT6 5p.,24750,Gasolina,2020-01-01,6000.0,130,5,Manual,Blanco,Auracar
VOLVO,V60,VOLVO V60 2.0 D2 Momentum 5p.,15400,Diésel,2016-01-01,68032.0,120,5,Manual,Gris,CarNext.com
NISSAN,X-TRAIL,NISSAN X-TRAIL 1.6 DIGT NCONNECTA 5p.,17500,Gasolina,2016-01-01,60000.0,163,5,Manual,Azul,faa82036538b8f367fcf7bfd4c63b789
TOYOTA,Yaris,TOYOTA Yaris 1.0 70 Business 5p.,9500,Gasolina,2018-01-01,63000.0,69,5,Manual,Gris,Autos-Vila95
VOLKSWAGEN,T-Cross,VOLKSWAGEN TCross Advance 1.0 TSI 85kW 115CV DSG 5p.,21790,Gasolina,2020-01-01,10383.0,115,5,Automático,Rojo,Motorsol Volkswagen
NISSAN,QASHQAI,NISSAN QASHQAI DIGT 103 kW 140 CV E6D NCONNECTA 5p.,24500,Gasolina,2019-01-01,5765.0,140,5,Manual,Gris,Nissan Blendio Parayas
PEUGEOT,2008,PEUGEOT 2008 Active Puretech 100 SS BVM6 5p.,20195,Gasolina,2020-01-01,1.0,100,5,Manual,Naranja,AUTODISA CONCESIONARIO OFICIAL PEUGEOT
PEUGEOT,308,PEUGEOT 308 5p Allure 2.0 BlueHDi 150 5p.,12099,Diésel,2016-01-01,82751.0,150,5,Manual,Negro,Autohero
BMW,X4,BMW X4 xDrive20d 5p.,38800,Diésel,2017-01-01,2523.0,190,5,Automático,Azul,BC Motor
SKODA,Superb,SKODA Superb Combi 2.0 TDI CR 140cv Ambition 5p.,12490,Diésel,2013-01-01,53803.0,140,5,Manual,Gris,Flexicar Sevilla
AUDI,TT,AUDI TT S line edition 2.0 TFSI S tronic Coupe 3p.,30800,Gasolina,2016-01-01,76000.0,230,3,Automático,Negro,ALD Sevilla
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan Sport 1.4 TSI 160CV 4Motion 5p.,13990,Gasolina,2015-01-01,75000.0,160,5,Manual,Blanco,7e09b903097e4d4311291ae71eb7bc8c
RENAULT,Kangoo Combi,RENAULT Kangoo Combi Profesional M1AF En. dCi 55kW 75CV E6,8990,Diésel,2017-01-01,60000.0,75,5,Manual,Blanco,Edu Motor
MINI,MINI,MINI MINI Cooper S 3p.,19300,Gasolina,2016-01-01,27270.0,192,3,Manual,Verde,Flexicar Sevilla
PEUGEOT,308,PEUGEOT 308 Nuevo 308 5p Active 1.2 PureTech 110 SS 5p.,10990,Gasolina,2014-01-01,79500.0,110,5,Manual,Negro,Neumaticos Txepetxa Multimarca
SMART,fortwo,SMART fortwo Coupe 45 MHD Pure 3p.,4000,Gasolina,2012-01-01,63000.0,61,3,Automático,Blanco,75792a5ad3a4cf877e37542c154ccfb8
MERCEDES-BENZ,Sprinter,MERCEDES-BENZ Sprinter 316 CDI LARGO 3.5T T. ALTO 4p.,21300,Diésel,2014-01-01,77000.0,163,5,Automático,Blanco,1f426541136385b57a47896f8ccaedea
AUDI,Q2,AUDI Q2 design ed 1.4 TFSI 110kW CoD S tronic 5p.,26900,Gasolina,2018-01-01,16180.0,150,5,Automático,Blanco,Leioa Wagen
AUDI,A3,AUDI A3 Sedan 30 TDI 85kW 116CV 4p.,29524,Diésel,2020-01-01,0.0,150,5,Automático,Gris,Centrowagen
VOLKSWAGEN,Polo,VOLKSWAGEN Polo Sport 1.0 TSI 70kW 95CV 5p.,17990,Gasolina,2019-01-01,34889.0,95,5,Manual,Gris,Sibuscascoche Santiago Compostela
PORSCHE,911,PORSCHE 911 Carrera Cabriolet 2p.,139900,Gasolina,2020-01-01,2500.0,385,3,Automático,Negro,J.M Automocion
RENAULT,Mégane,RENAULT Megane Zen Energy dCi 81kW 110CV 5p.,14990,Diésel,2018-01-01,37179.0,110,5,Manual,Blanco,Renault Retail Group
KIA,Rio,KIA Rio 1.2 CVVT 84CV Concept 5p.,8900,Gasolina,2016-01-01,37405.0,84,5,Manual,Rojo,ECO-RENTING
AUDI,A5,AUDI A5 Sportback 2.0 TDI clean 150 multi S line 5p.,22490,Diésel,2016-01-01,108802.0,150,5,Automático,Gris,Flexicar Barcelona
MERCEDES-BENZ,GLA,MERCEDES-BENZ GLA GLA 250 e 5p.,47900,Híbrido enchufable,2020-01-01,4000.0,218,5,Automático,Rojo,Mercedes-Benz Goiko-Auto
SUZUKI,Across,SUZUKI Across 2.5 PHEV 4WD 5p.,49900,Híbrido enchufable,2020-01-01,3.0,306,5,Automático,Negro,Sportauto Galicia Sl
PORSCHE,Macan,PORSCHE Macan S Diesel 5p.,38490,Diésel,2014-01-01,117000.0,258,5,Automático,Blanco,Flexicar Vizcaya
NISSAN,X-TRAIL,NISSAN XTRAIL 7P dCi 110 kW 150 CV E6D ACENTA 5p.,24500,Diésel,2019-01-01,36130.0,150,5,Manual,Negro,Ocasion Plus
PEUGEOT,3008,PEUGEOT 3008 1.2 PURETECH 96KW 130CV ALLURE SS 5p.,21950,Gasolina,2019-01-01,29725.0,130,5,Manual,Amarillo,Autoplanet
VOLKSWAGEN,Caravelle,VOLKSWAGEN Caravelle Caravelle Corto 2.0 TDI 75kW 102CV BMT 4p.,25900,Diésel,2018-01-01,37700.0,102,5,Manual,Blanco,Autos J. del Paso
FIAT,Doblò,FIAT Doblo Panorama Easy 1.6 Multijet 95cv E6,9800,Diésel,2016-01-01,78000.0,95,5,Manual,Blanco,ALD Sevilla
FORD,Focus,FORD Focus 1.0 Ecoboost 92kW Trend 5p.,12190,Gasolina,2018-01-01,50491.0,125,5,Manual,Gris,SPOTICAR
MERCEDES-BENZ,Clase GLC,MERCEDES-BENZ Clase GLC MercedesAMG GLC 43 4MATIC 5p.,51990,Gasolina,2019-01-01,29000.0,367,5,Automático,Negro,TOP CAR
TOYOTA,C-HR,TOYOTA CHR 1.8 125H Advance 5p.,21390,Híbrido,2019-01-01,10000.0,122,5,Automático,Gris,Gamboa Ocasión
